文献序号,DOI,收集,审核,ID,聚醇smiles,聚醇smiles,聚醇分子量（g/mol）,二异氰酸酯smiles,扩链剂1smiles,扩链剂1smilesappend,扩链剂2smiles,扩链剂2smilesappend,prepolymer,polymer-unit,聚醇投料摩尔比,异氰酸酯投料摩尔比,扩链剂1投料摩尔比,扩链剂2投料摩尔比
27.00 ,10.1039/D2TA00802E,齐新科,,SPU00276,PTMG,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],1000,O=C=NCCCCCCN=C=O,[Re]CCSSCC[Re],OCCSSCCO,[Re]CCSSCC[Re],OCCSSCCO,COC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OC,COC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OCCSSCCOC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OCCSSCCOC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OC,0.14,0.5,0.0700 ,0.29
27.00 ,10.1039/D2TA00802E,齐新科,,SPU00277,PTMG,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],1000,O=C=NCCCCCCN=C=O,[Re]CCSSCC[Re],OCCSSCCO,[Re]CCSSCC[Re],OCCSSCCO,COC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OC,COC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OCCSSCCOC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OCCSSCCOC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OC,0.14,0.5,0.3600 ,
27.00 ,10.1039/D2TA00802E,齐新科,,SPU00278,PTMG,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],1000,O=C=NCCCCCCN=C=O,[Re]CCSSCC[Re],OCCSSCCO,[Re]CCSSCC[Re],OCCSSCCO,COC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OC,COC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OCCSSCCOC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OCCSSCCOC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OC,0.14,0.5,0.0700 ,0.29
27.00 ,10.1039/D2TA00802E,齐新科,,SPU00279,PTMG,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],1000,O=C=NCCCCCCN=C=O,[Re]CCSSCC[Re],OCCSSCCO,[Re]CCSSCC[Re],OCCSSCCO,COC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OC,COC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OCCSSCCOC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OCCSSCCOC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OC,0.14,0.5,0.3600 ,
27.00 ,10.1039/D2TA00802E,齐新科,,SPU00280,PTMG,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],1000,O=C=NCCCCCCN=C=O,[Re]CCSSCC[Re],OCCSSCCO,[Re]CCSSCC[Re],OCCSSCCO,COC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OC,COC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OCCSSCCOC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OCCSSCCOC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OC,0.14,0.5,0.0700 ,0.29
27.00 ,10.1039/D2TA00802E,齐新科,,SPU00281,PTMG,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],1000,O=C=NCCCCCCN=C=O,[Re]CCSSCC[Re],OCCSSCCO,[Re]CCSSCC[Re],OCCSSCCO,COC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OC,COC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OCCSSCCOC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OCCSSCCOC(=O)NCCCCCCNC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NCCCCCCNC(=O)OC,0.14,0.5,0.3600 ,0
28.00 ,10.1007/s10904-020-01697-1,齐新科,,SPU00282,PBC,[Re]CCCCCCOC(OCCCCCCOC(OCCCCCCOC(OCCCCCCOC(OCCCCCCOC(OCCCCCCOC(OCCCCCC[Re])=O)=O)=O)=O)=O)=O,1000,CC1(C)CC(C)(CN=C=O)CC(N=C=O)C1,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],0CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC0,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],0CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC0,COC(=O)NC1CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC2(C)CC(NC(=O)OC)CC(C)(C)C2)C1,COC(=O)NC1CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC2(C)CC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC4(C)CC(NC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NC5CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC6(C)CC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC7CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC8(C)CC(NC(=O)OC)CC(C)(C)C8)C7)CC(C)(C)C6)C5)CC(C)(C)C4)C3)CC(C)(C)C2)C1,0.56,0.37,0.07,0
28.00 ,10.1007/s10904-020-01697-1,齐新科,,SPU00283,PBC,[Re]CCCCCCOC(OCCCCCCOC(OCCCCCCOC(OCCCCCCOC(OCCCCCCOC(OCCCCCCOC(OCCCCCC[Re])=O)=O)=O)=O)=O)=O,1000,CC1(C)CC(C)(CN=C=O)CC(N=C=O)C1,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],0CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC0,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],0CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC0,COC(=O)NC1CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC2(C)CC(NC(=O)OC)CC(C)(C)C2)C1,COC(=O)NC1CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC2(C)CC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC4(C)CC(NC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NC5CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC6(C)CC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC7CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC8(C)CC(NC(=O)OC)CC(C)(C)C8)C7)CC(C)(C)C6)C5)CC(C)(C)C4)C3)CC(C)(C)C2)C1,0.56,0.37,0.07,0
28.00 ,10.1007/s10904-020-01697-1,齐新科,,SPU00284,PBC,[Re]CCCCCCOC(OCCCCCCOC(OCCCCCCOC(OCCCCCCOC(OCCCCCCOC(OCCCCCCOC(OCCCCCC[Re])=O)=O)=O)=O)=O)=O,1000,CC1(C)CC(C)(CN=C=O)CC(N=C=O)C1,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],0CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC0,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],0CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC0,COC(=O)NC1CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC2(C)CC(NC(=O)OC)CC(C)(C)C2)C1,COC(=O)NC1CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC2(C)CC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC4(C)CC(NC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NC5CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC6(C)CC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC7CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC8(C)CC(NC(=O)OC)CC(C)(C)C8)C7)CC(C)(C)C6)C5)CC(C)(C)C4)C3)CC(C)(C)C2)C1,0.56,0.37,0.07,0
28.00 ,10.1007/s10904-020-01697-1,齐新科,,SPU00285,PBC,[Re]CCCCCCOC(OCCCCCCOC(OCCCCCCOC(OCCCCCCOC(OCCCCCCOC(OCCCCCCOC(OCCCCCC[Re])=O)=O)=O)=O)=O)=O,1000,CC1(C)CC(C)(CN=C=O)CC(N=C=O)C1,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],0CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC0,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],0CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC0,COC(=O)NC1CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC2(C)CC(NC(=O)OC)CC(C)(C)C2)C1,COC(=O)NC1CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC2(C)CC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC4(C)CC(NC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NC5CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC6(C)CC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC7CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC8(C)CC(NC(=O)OC)CC(C)(C)C8)C7)CC(C)(C)C6)C5)CC(C)(C)C4)C3)CC(C)(C)C2)C1,0.56,0.37,0.07,0
28.00 ,10.1007/s10904-020-01697-1,齐新科,,SPU00286,PBC,[Re]CCCCCCOC(OCCCCCCOC(OCCCCCCOC(OCCCCCCOC(OCCCCCCOC(OCCCCCCOC(OCCCCCC[Re])=O)=O)=O)=O)=O)=O,1000,CC1(C)CC(C)(CN=C=O)CC(N=C=O)C1,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],0CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC0,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],0CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC0,COC(=O)NC1CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC2(C)CC(NC(=O)OC)CC(C)(C)C2)C1,COC(=O)NC1CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC2(C)CC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC4(C)CC(NC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NC5CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC6(C)CC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC7CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC8(C)CC(NC(=O)OC)CC(C)(C)C8)C7)CC(C)(C)C6)C5)CC(C)(C)C4)C3)CC(C)(C)C2)C1,0.56,0.37,0.07,0
28.00 ,10.1007/s10904-020-01697-1,齐新科,,SPU00287,PBC,[Re]CCCCCCOC(OCCCCCCOC(OCCCCCCOC(OCCCCCCOC(OCCCCCCOC(OCCCCCCOC(OCCCCCC[Re])=O)=O)=O)=O)=O)=O,1000,CC1(C)CC(C)(CN=C=O)CC(N=C=O)C1,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCO,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCO,COC(=O)NC1CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC2(C)CC(NC(=O)OC)CC(C)(C)C2)C1,COC(=O)NC1CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC2(C)CC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC4(C)CC(NC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NC5CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC6(C)CC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC7CC(C)(C)CC(C)(CNC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)NCC8(C)CC(NC(=O)OC)CC(C)(C)C8)C7)CC(C)(C)C6)C5)CC(C)(C)C4)C3)CC(C)(C)C2)C1,0.56,0.37,0.07,0
