文献序号,DOI,收集,审核,ID,聚醇smiles,聚醇smiles,聚醇分子量（g/mol）,二异氰酸酯smiles,扩链剂1smiles,扩链剂1smilesappend,扩链剂2smiles,扩链剂2smilesappend,prepolymer,polymer-unit,聚醇投料摩尔比,异氰酸酯投料摩尔比,扩链剂1投料摩尔比,扩链剂2投料摩尔比
13.00 ,10.3390/polym14091673,王彩丽,,SPU00096,PTMG,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],1000,O=C=NC1CCC(CC1)CC2CCC(CC2)N=C=O,[Re]COC(NC1CCC(CC1)CC2CCC(CC2)NC(OCC[Re])=O)=O,OCOC(NC1CCC(CC1)CC2CCC(CC2)NC(OCCO)=O)=O,[Re]COC(NC1CCC(CC1)CC2CCC(CC2)NC(OCC[Re])=O)=O,OCOC(NC1CCC(CC1)CC2CCC(CC2)NC(OCCO)=O)=O,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OC)CC4)CC3)CC2)CC1,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OCOC(=O)NC5CCC(CC6CCC(NC(=O)OCCOC(=O)NC7CCC(CC8CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC9CCC(CC%10CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%11CCC(CC%12CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%13CCC(CC%14CCC(NC(=O)OCCOC(=O)NC%15CCC(CC%16CCC(NC(=O)OCOC(=O)NC%17CCC(CC%18CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%19CCC(CC%20CCC(NC(=O)OC)CC%20)CC%19)CC%18)CC%17)CC%16)CC%15)CC%14)CC%13)CC%12)CC%11)CC%10)CC9)CC8)CC7)CC6)CC5)CC4)CC3)CC2)CC1,0.29411,0.5,0.2059 ,0.0000 
13.00 ,10.3390/polym14091673,王彩丽,,SPU00097,PTMG,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],1000,O=C=NC1CCC(CC1)CC2CCC(CC2)N=C=O,[Re]COC(NC1CCC(CC1)CC2CCC(CC2)NC(OCC[Re])=O)=O,OCOC(NC1CCC(CC1)CC2CCC(CC2)NC(OCCO)=O)=O,[Re]COC(NC1CCC(CC1)CC2CCC(CC2)NC(OCC[Re])=O)=O,OCOC(NC1CCC(CC1)CC2CCC(CC2)NC(OCCO)=O)=O,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OC)CC4)CC3)CC2)CC1,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OCOC(=O)NC5CCC(CC6CCC(NC(=O)OCCOC(=O)NC7CCC(CC8CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC9CCC(CC%10CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%11CCC(CC%12CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%13CCC(CC%14CCC(NC(=O)OCCOC(=O)NC%15CCC(CC%16CCC(NC(=O)OCOC(=O)NC%17CCC(CC%18CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%19CCC(CC%20CCC(NC(=O)OC)CC%20)CC%19)CC%18)CC%17)CC%16)CC%15)CC%14)CC%13)CC%12)CC%11)CC%10)CC9)CC8)CC7)CC6)CC5)CC4)CC3)CC2)CC1,0.29411,0.5,0.2059 ,0.0000 
13.00 ,10.3390/polym14091673,王彩丽,,SPU00098,PTMG,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],1000,O=C=NC1CCC(CC1)CC2CCC(CC2)N=C=O,[Re]COC(NC1CCC(CC1)CC2CCC(CC2)NC(OCC[Re])=O)=O,OCOC(NC1CCC(CC1)CC2CCC(CC2)NC(OCCO)=O)=O,[Re]COC(NC1CCC(CC1)CC2CCC(CC2)NC(OCC[Re])=O)=O,OCOC(NC1CCC(CC1)CC2CCC(CC2)NC(OCCO)=O)=O,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OC)CC4)CC3)CC2)CC1,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OCOC(=O)NC5CCC(CC6CCC(NC(=O)OCCOC(=O)NC7CCC(CC8CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC9CCC(CC%10CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%11CCC(CC%12CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%13CCC(CC%14CCC(NC(=O)OCCOC(=O)NC%15CCC(CC%16CCC(NC(=O)OCOC(=O)NC%17CCC(CC%18CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%19CCC(CC%20CCC(NC(=O)OC)CC%20)CC%19)CC%18)CC%17)CC%16)CC%15)CC%14)CC%13)CC%12)CC%11)CC%10)CC9)CC8)CC7)CC6)CC5)CC4)CC3)CC2)CC1,0.29411,0.5,0.2059 ,0.0000 
13.00 ,10.3390/polym14091673,王彩丽,,SPU00099,PTMG,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],1000,O=C=NC1CCC(CC1)CC2CCC(CC2)N=C=O,[Re]COC(NC1CCC(CC1)CC2CCC(CC2)NC(OCC[Re])=O)=O,OCOC(NC1CCC(CC1)CC2CCC(CC2)NC(OCCO)=O)=O,[Re]COC(NC1CCC(CC1)CC2CCC(CC2)NC(OCC[Re])=O)=O,OCOC(NC1CCC(CC1)CC2CCC(CC2)NC(OCCO)=O)=O,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OC)CC4)CC3)CC2)CC1,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OCOC(=O)NC5CCC(CC6CCC(NC(=O)OCCOC(=O)NC7CCC(CC8CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC9CCC(CC%10CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%11CCC(CC%12CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%13CCC(CC%14CCC(NC(=O)OCCOC(=O)NC%15CCC(CC%16CCC(NC(=O)OCOC(=O)NC%17CCC(CC%18CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%19CCC(CC%20CCC(NC(=O)OC)CC%20)CC%19)CC%18)CC%17)CC%16)CC%15)CC%14)CC%13)CC%12)CC%11)CC%10)CC9)CC8)CC7)CC6)CC5)CC4)CC3)CC2)CC1,0.29411,0.5,0.2059 ,0.0000 
13.00 ,10.3390/polym14091673,王彩丽,,SPU00100,PTMG,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],1000,O=C=NC1CCC(CC1)CC2CCC(CC2)N=C=O,[Re]COC(NC1CCC(CC1)CC2CCC(CC2)NC(OCC[Re])=O)=O,OCOC(NC1CCC(CC1)CC2CCC(CC2)NC(OCCO)=O)=O,[Re]COC(NC1CCC(CC1)CC2CCC(CC2)NC(OCC[Re])=O)=O,OCOC(NC1CCC(CC1)CC2CCC(CC2)NC(OCCO)=O)=O,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OC)CC4)CC3)CC2)CC1,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OCOC(=O)NC5CCC(CC6CCC(NC(=O)OCCOC(=O)NC7CCC(CC8CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC9CCC(CC%10CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%11CCC(CC%12CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%13CCC(CC%14CCC(NC(=O)OCCOC(=O)NC%15CCC(CC%16CCC(NC(=O)OCOC(=O)NC%17CCC(CC%18CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%19CCC(CC%20CCC(NC(=O)OC)CC%20)CC%19)CC%18)CC%17)CC%16)CC%15)CC%14)CC%13)CC%12)CC%11)CC%10)CC9)CC8)CC7)CC6)CC5)CC4)CC3)CC2)CC1,0.29411,0.5,0.2059 ,0.0000 
13.00 ,10.3390/polym14091673,王彩丽,,SPU00101,PTMG,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],1000,O=C=NC1CCC(CC1)CC2CCC(CC2)N=C=O,[Re]COC(NC1CCC(CC1)CC2CCC(CC2)NC(OCC[Re])=O)=O,OCOC(NC1CCC(CC1)CC2CCC(CC2)NC(OCCO)=O)=O,[Re]COC(NC1CCC(CC1)CC2CCC(CC2)NC(OCC[Re])=O)=O,OCOC(NC1CCC(CC1)CC2CCC(CC2)NC(OCCO)=O)=O,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OC)CC4)CC3)CC2)CC1,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OCOC(=O)NC5CCC(CC6CCC(NC(=O)OCCOC(=O)NC7CCC(CC8CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC9CCC(CC%10CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%11CCC(CC%12CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%13CCC(CC%14CCC(NC(=O)OCCOC(=O)NC%15CCC(CC%16CCC(NC(=O)OCOC(=O)NC%17CCC(CC%18CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%19CCC(CC%20CCC(NC(=O)OC)CC%20)CC%19)CC%18)CC%17)CC%16)CC%15)CC%14)CC%13)CC%12)CC%11)CC%10)CC9)CC8)CC7)CC6)CC5)CC4)CC3)CC2)CC1,0.29411,0.5,0.2059 ,0.0000 
13.00 ,10.3390/polym14091673,王彩丽,,SPU00102,PTMG,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],1000,O=C=NC1CCC(CC1)CC2CCC(CC2)N=C=O,[Re]COC(NC1CCC(CC1)CC2CCC(CC2)NC(OCC[Re])=O)=O,OCOC(NC1CCC(CC1)CC2CCC(CC2)NC(OCCO)=O)=O,[Re]COC(NC1CCC(CC1)CC2CCC(CC2)NC(OCC[Re])=O)=O,OCOC(NC1CCC(CC1)CC2CCC(CC2)NC(OCCO)=O)=O,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OC)CC4)CC3)CC2)CC1,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OCOC(=O)NC5CCC(CC6CCC(NC(=O)OCCOC(=O)NC7CCC(CC8CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC9CCC(CC%10CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%11CCC(CC%12CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%13CCC(CC%14CCC(NC(=O)OCCOC(=O)NC%15CCC(CC%16CCC(NC(=O)OCOC(=O)NC%17CCC(CC%18CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%19CCC(CC%20CCC(NC(=O)OC)CC%20)CC%19)CC%18)CC%17)CC%16)CC%15)CC%14)CC%13)CC%12)CC%11)CC%10)CC9)CC8)CC7)CC6)CC5)CC4)CC3)CC2)CC1,0.29411,0.5,0.2059 ,0.0000 
13.00 ,10.3390/polym14091673,王彩丽,,SPU00103,PTMG,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],1000,O=C=NC1CCC(CC1)CC2CCC(CC2)N=C=O,[Re]COC(NC1CCC(CC1)CC2CCC(CC2)NC(OCC[Re])=O)=O,OCOC(NC1CCC(CC1)CC2CCC(CC2)NC(OCCO)=O)=O,[Re]COC(NC1CCC(CC1)CC2CCC(CC2)NC(OCC[Re])=O)=O,OCOC(NC1CCC(CC1)CC2CCC(CC2)NC(OCCO)=O)=O,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OC)CC4)CC3)CC2)CC1,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OCOC(=O)NC5CCC(CC6CCC(NC(=O)OCCOC(=O)NC7CCC(CC8CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC9CCC(CC%10CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%11CCC(CC%12CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%13CCC(CC%14CCC(NC(=O)OCCOC(=O)NC%15CCC(CC%16CCC(NC(=O)OCOC(=O)NC%17CCC(CC%18CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%19CCC(CC%20CCC(NC(=O)OC)CC%20)CC%19)CC%18)CC%17)CC%16)CC%15)CC%14)CC%13)CC%12)CC%11)CC%10)CC9)CC8)CC7)CC6)CC5)CC4)CC3)CC2)CC1,0.25,0.5,0.2500 ,0.0000 
13.00 ,10.3390/polym14091673,王彩丽,,SPU00104,PTMG,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],1000,O=C=NC1CCC(CC1)CC2CCC(CC2)N=C=O,[Re]CC[Re],OCCO,[Re]CC[Re],OCCO,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OC)CC4)CC3)CC2)CC1,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OCCOC(=O)NC5CCC(CC6CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC7CCC(CC8CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC9CCC(CC%10CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%11CCC(CC%12CCC(NC(=O)OCCOC(=O)NC%13CCC(CC%14CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%15CCC(CC%16CCC(NC(=O)OC)CC%16)CC%15)CC%14)CC%13)CC%12)CC%11)CC%10)CC9)CC8)CC7)CC6)CC5)CC4)CC3)CC2)CC1,0.29411,0.5,0.2059 ,0.0000 
14,NAN,白茹,,SPU00105,PCL,O=C(OCCCCCC(OCCCCCC(OCCCCCC(OCCCCCC(OCCCCCC(OCCCCCC(OCCCCCC([Re])=O)=O)=O)=O)=O)=O)=O)CCCCC[Re],1000,O=C=NC1=CC=C(CC2=CC=C(N=C=O)C=C2)C=C1,[Re]CCSSCC[Re],OCCSSCCO,[Re]CCSSCC[Re],OCCSSCCO,COC(=O)Nc1ccc(Cc2ccc(NC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OC(=O)Nc3ccc(Cc4ccc(NC(=O)OC)cc4)cc3)cc2)cc1,COC(=O)Nc1ccc(Cc2ccc(NC(=O)OC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)Nc3ccc(Cc4ccc(NC(=O)OCCSSCCOC(=O)Nc5ccc(Cc6ccc(NC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OC(=O)Nc7ccc(Cc8ccc(NC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OC(=O)Nc9ccc(Cc%10ccc(NC(=O)OC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)Nc%11ccc(Cc%12ccc(NC(=O)OCCSSCCOC(=O)Nc%13ccc(Cc%14ccc(NC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OC(=O)Nc%15ccc(Cc%16ccc(NC(=O)OC)cc%16)cc%15)cc%14)cc%13)cc%12)cc%11)cc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,0.5,0.166666667,0.333333333,0
14,NAN,白茹,,SPU00106,PCL,O=C(OCCCCCC(OCCCCCC(OCCCCCC(OCCCCCC(OCCCCCC(OCCCCCC(OCCCCCC([Re])=O)=O)=O)=O)=O)=O)=O)CCCCC[Re],1000,O=C=NC1=CC=C(CC2=CC=C(N=C=O)C=C2)C=C1,[Re]CCSSCC[Re],OCCSSCCO,[Re]CCSSCC[Re],OCCSSCCO,COC(=O)Nc1ccc(Cc2ccc(NC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OC(=O)Nc3ccc(Cc4ccc(NC(=O)OC)cc4)cc3)cc2)cc1,COC(=O)Nc1ccc(Cc2ccc(NC(=O)OC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)Nc3ccc(Cc4ccc(NC(=O)OCCSSCCOC(=O)Nc5ccc(Cc6ccc(NC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OC(=O)Nc7ccc(Cc8ccc(NC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OC(=O)Nc9ccc(Cc%10ccc(NC(=O)OC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)Nc%11ccc(Cc%12ccc(NC(=O)OCCSSCCOC(=O)Nc%13ccc(Cc%14ccc(NC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OCCCCCC(=O)OC(=O)Nc%15ccc(Cc%16ccc(NC(=O)OC)cc%16)cc%15)cc%14)cc%13)cc%12)cc%11)cc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,0.5,0.166666667,0.333333333,0
