Serial number,IL,cation_smiles,anion_smiles,ion_smiles,S_smiles,rea_smiles,Time,T,P,Amount,pro_smiles,solvent,Addition structure,Ref,TON,TOF(h-1),Sec.,Cov.,Yield
IM00001,EMImCl,CC[n+]1ccn(C)c1,[Cl-],CC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,6,80,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,1,0.051,0.051
IM00002,BMImCl,CCCC[n+]1ccn(C)c1,[Cl-],CCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,6,80,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,1,0.079,0.079
IM00003,HMImCl,CCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,6,80,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,1,0.093,0.093
IM00004,EMImCl,CC[n+]1ccn(C)c1,[Cl-],CC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,6,140,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,1,0.148,0.148
IM00005,BMImCl,CCCC[n+]1ccn(C)c1,[Cl-],CCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,6,140,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,1,0.256,0.256
IM00006,HMImCl,CCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,6,140,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,1,0.403,0.403
IM00007,BMImBF4,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,C=CC1CCCCC1,C=CC1CCC2OC2C1,6,80,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,1,0.067,0.067
IM00008,BMImPF6,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,C=CC1CCCCC1,C=CC1CCC2OC2C1,6,80,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,1,0.033,0.033
IM00009,HMImCl,CCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,6,140,1.07,2.6,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,0.975308642,0.243,0.237
IM00010,EMImCl,CC[n+]1ccn(C)c1,[Cl-],CC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,6,140,1.07,2.6,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,1,0.095,0.095
IM00011,BMImCl,CCCC[n+]1ccn(C)c1,[Cl-],CCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,6,140,1.07,2.6,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,0.972413793,0.145,0.141
IM00012,BMImBr,CCCC[n+]1ccn(C)c1,[Br-],CCCC[n+]1ccn(C)c1.[Br-],C=CC1CCCCC1,C=CC1CCC2OC2C1,6,140,1.07,2.6,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,0.989304813,0.187,0.185
IM00013,OMImCl,CCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,6,60,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,1,0.06,0.06
IM00014,OMImCl,CCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,6,80,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,1,0.098,0.098
IM00015,OMImCl,CCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,6,100,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,0.996031746,0.252,0.251
IM00016,OMImCl,CCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,6,120,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,0.988262911,0.426,0.421
IM00017,OMImCl,CCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,6,140,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,1,0.48,0.48
IM00018,OMImCl,CCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,6,160,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,0.988258317,0.511,0.505
IM00019,OMImCl,CCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,6,80,0.1,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,1,0.016,0.016
IM00020,OMImCl,CCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,6,80,0.58,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,1,0.049,0.049
IM00021,OMImCl,CCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,6,80,2.44,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,0.983333333,0.12,0.118
IM00022,OMImCl,CCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,6,80,3.82,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,0.97810219,0.137,0.134
IM00023,OMImCl,CCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,3,80,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,0.99,0.06,0.059
IM00024,OMImCl,CCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,12,80,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,0.99,0.128,0.127
IM00025,OMImCl,CCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,18,80,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,0.99,0.179,0.177
IM00026,OMImCl,CCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,24,80,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,0.99,0.298,0.295
IM00027,OMImCl,CCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,3,100,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,0.99,0.128,0.127
IM00028,OMImCl,CCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,12,100,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,0.99,0.281,0.278
IM00029,OMImCl,CCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,18,100,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,0.99,0.331,0.328
IM00030,OMImCl,CCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,24,100,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,0.99,0.366,0.362
IM00031,OMImCl,CCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,3,120,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,0.99,0.272,0.269
IM00032,OMImCl,CCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,12,120,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,0.99,0.52,0.515
IM00033,OMImCl,CCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,18,120,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,0.99,0.536,0.531
IM00034,OMImCl,CCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,24,120,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,0.99,0.485,0.48
IM00035,OMImCl,CCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,3,140,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,0.99,0.4,0.396
IM00036,OMImCl,CCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,12,140,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,0.99,0.528,0.523
IM00037,OMImCl,CCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,18,140,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,0.99,0.494,0.489
IM00038,OMImCl,CCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],C=CC1CCCCC1,C=CC1CCC2OC2C1,24,140,1.07,5.2,C=CC1CCC2OC(=O)OC2C1,0,0,S-2008-1,,,0.99,0.474,0.469
IM00039,[bmim]Br,CCCC[n+]1ccn(C)c1,[Br-],CCCC[n+]1ccn(C)c1.[Br-],ClC*,ClCC1CO1,2,120,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,49.4,0.593
IM00040,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,2,120,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,82.3,0.987
IM00041,[APmim]Br,Cn1cc[n+](CCCN)c1,[Br-],Cn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,2,120,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,79.3,0.951
IM00042,[APeim]Br,C=Cn1cc[n+](CCCN)c1,[Br-],C=Cn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,2,120,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,80.1,0.961
IM00043,[AEeim]Br,C=Cn1cc[n+](CCN)c1,[Br-],C=Cn1cc[n+](CCN)c1.[Br-],ClC*,ClCC1CO1,2,120,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,79.9,0.959
IM00044,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],C*,CC1CO1,2,120,1,0.6,CC1COC(=O)O1,0,0,S-2018-1,,,0.99,0.869,0.86
IM00045,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,120,1,0.6,O=C1OCC(c2ccccc2)O1,0,0,S-2018-1,,,0.99,0.932,0.923
IM00046,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],CCCC*,CCCCC1CO1,2,120,1,0.6,CCCCC1COC(=O)O1,0,0,S-2018-1,,,0.99,0.862,0.853
IM00047,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],CCCCCC*,CCCCCCC1CO1,2,120,1,0.6,CCCCCCC1COC(=O)O1,0,0,S-2018-1,,,0.99,0.81,0.802
IM00048,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,1,60,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.184
IM00049,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,2,60,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.396
IM00050,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,3,60,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.582
IM00051,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,4,60,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.671
IM00052,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,5,60,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.727
IM00053,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,1,80,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.373
IM00054,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,2,80,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.709
IM00055,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,3,80,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.81
IM00056,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,4,80,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.83
IM00057,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,5,80,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.836
IM00058,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,1,100,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.606
IM00059,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,2,100,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.829
IM00060,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,3,100,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.882
IM00061,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,4,100,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.927
IM00062,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,5,100,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.98
IM00063,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,1,120,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.9
IM00064,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,3,120,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.991
IM00065,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,4,120,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.992
IM00066,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,5,120,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.994
IM00067,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,1,140,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.959
IM00068,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,2,140,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.991
IM00069,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,3,140,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.991
IM00070,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,4,140,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.992
IM00071,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,5,140,1,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.994
IM00072,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,2,120,0.5,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.925
IM00073,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,2,120,2,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.992
IM00074,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,2,120,3,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.995
IM00075,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,2,120,1,0.4,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.986
IM00076,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,2,120,1,1,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.989
IM00077,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,2,120,5,0.6,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.999
IM00078,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,2,120,1,0.1,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.669
IM00079,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,2,120,1,0.2,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.784
IM00080,[APbim]Br,CCCCn1cc[n+](CCCN)c1,[Br-],CCCCn1cc[n+](CCCN)c1.[Br-],ClC*,ClCC1CO1,2,120,1,0.3,O=C1OCC(CCl)O1,0,0,S-2018-1,,,,,0.897
IM00081,HCMImCl,O=C(O)C[n+]1cc[nH]c1,[Cl-],O=C(O)C[n+]1cc[nH]c1.[Cl-],C*,CC1CO1,2,120,1.5,0.5,CC1COC(=O)O1,0,0,S-2019-1,148,74,,,0.74
IM00082,HCEImCl,O=C(O)CC[n+]1cc[nH]c1,[Cl-],O=C(O)CC[n+]1cc[nH]c1.[Cl-],C*,CC1CO1,2,120,1.5,0.5,CC1COC(=O)O1,0,0,S-2019-1,172,86,,,0.86
IM00083,HCPImCl,O=C(O)CCC[n+]1cc[nH]c1,[Cl-],O=C(O)CCC[n+]1cc[nH]c1.[Cl-],C*,CC1CO1,2,120,1.5,0.5,CC1COC(=O)O1,0,0,S-2019-1,178,89,,,0.89
IM00084,HCBImCl,O=C(O)CCCC[n+]1cc[nH]c1,[Cl-],O=C(O)CCCC[n+]1cc[nH]c1.[Cl-],C*,CC1CO1,2,120,1.5,0.5,CC1COC(=O)O1,0,0,S-2019-1,166,83,,,0.83
IM00085,HCMImBr,O=C(O)C[n+]1cc[nH]c1,[Br-],O=C(O)C[n+]1cc[nH]c1.[Br-],C*,CC1CO1,2,120,1.5,0.5,CC1COC(=O)O1,0,0,S-2019-1,174,87,,,0.87
IM00086,HCEImBr,O=C(O)CC[n+]1cc[nH]c1,[Br-],O=C(O)CC[n+]1cc[nH]c1.[Br-],C*,CC1CO1,2,120,1.5,0.5,CC1COC(=O)O1,0,0,S-2019-1,182,91,,,0.91
IM00087,HCPImBr,O=C(O)CCC[n+]1cc[nH]c1,[Br-],O=C(O)CCC[n+]1cc[nH]c1.[Br-],C*,CC1CO1,2,120,1.5,0.5,CC1COC(=O)O1,0,0,S-2019-1,184,92,,,0.92
IM00088,HCBImBr,O=C(O)CCCC[n+]1cc[nH]c1,[Br-],O=C(O)CCCC[n+]1cc[nH]c1.[Br-],C*,CC1CO1,2,120,1.5,0.5,CC1COC(=O)O1,0,0,S-2019-1,178,89,,,0.89
IM00089,HCPImI,O=C(O)CCC[n+]1cc[nH]c1,[I-],O=C(O)CCC[n+]1cc[nH]c1.[I-],C*,CC1CO1,2,120,1.5,0.5,CC1COC(=O)O1,0,0,S-2019-1,188,94,,,0.94
IM00090,HCMImBr,O=C(O)C[n+]1cc[nH]c1,[Br-],O=C(O)C[n+]1cc[nH]c1.[Br-],C*,CC1CO1,12,80,1,1,CC1COC(=O)O1,0,0,S-2019-1,60,5,,,0.6
IM00091,HCEImBr,O=C(O)CC[n+]1cc[nH]c1,[Br-],O=C(O)CC[n+]1cc[nH]c1.[Br-],C*,CC1CO1,12,80,1,1,CC1COC(=O)O1,0,0,S-2019-1,82,7,,,0.82
IM00092,HCPImBr,O=C(O)CCC[n+]1cc[nH]c1,[Br-],O=C(O)CCC[n+]1cc[nH]c1.[Br-],C*,CC1CO1,12,80,1,1,CC1COC(=O)O1,0,0,S-2019-1,85,7,,,0.85
IM00093,HCBImBr,O=C(O)CCCC[n+]1cc[nH]c1,[Br-],O=C(O)CCCC[n+]1cc[nH]c1.[Br-],C*,CC1CO1,12,80,1,1,CC1COC(=O)O1,0,0,S-2019-1,63,5,,,0.63
IM00094,HCPImBr,O=C(O)CCC[n+]1cc[nH]c1,[Br-],O=C(O)CCC[n+]1cc[nH]c1.[Br-],[H+],C1CO1,2,120,1.5,0.5,O=C1OCCO1,0,0,S-2019-1,,,0.99,0.96,0.95
IM00095,HCPImBr,O=C(O)CCC[n+]1cc[nH]c1,[Br-],O=C(O)CCC[n+]1cc[nH]c1.[Br-],ClC*,ClCC1CO1,2,120,1.5,0.5,O=C1OCC(CCl)O1,0,0,S-2019-1,,,0.99,0.848,0.84
IM00096,HCPImBr,O=C(O)CCC[n+]1cc[nH]c1,[Br-],O=C(O)CCC[n+]1cc[nH]c1.[Br-],OC*,OCC1CO1,2,120,1.5,0.5,O=C1OCC(CO)O1,0,0,S-2019-1,,,0.99,0.879,0.87
IM00097,HCPImBr,O=C(O)CCC[n+]1cc[nH]c1,[Br-],O=C(O)CCC[n+]1cc[nH]c1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,120,1.5,0.5,O=C1OCC(c2ccccc2)O1,0,0,S-2019-1,,,0.99,0.828,0.82
IM00098,HCPImBr,O=C(O)CCC[n+]1cc[nH]c1,[Br-],O=C(O)CCC[n+]1cc[nH]c1.[Br-],C=CCOC*,C=CCOCC1CO1,2,120,1.5,0.5,C=CCOCC1COC(=O)O1,0,0,S-2019-1,,,0.99,0.838,0.83
IM00099,HCPImBr,O=C(O)CCC[n+]1cc[nH]c1,[Br-],O=C(O)CCC[n+]1cc[nH]c1.[Br-],c1ccccc1OC*,c1ccc(OCC2CO2)cc1,2,120,1.5,0.5,O=C1OCC(COc2ccccc2)O1,0,0,S-2019-1,,,0.99,0.838,0.83
IM00100,HCPImBr,O=C(O)CCC[n+]1cc[nH]c1,[Br-],O=C(O)CCC[n+]1cc[nH]c1.[Br-],C1CCCCC1,C1CCC2OC2C1,12,130,1.5,0.5,O=C1OC2CCCCC2O1,0,0,S-2019-1,,,0.99,0.535,0.53
IM00101,HCPImBr,O=C(O)CCC[n+]1cc[nH]c1,[Br-],O=C(O)CCC[n+]1cc[nH]c1.[Br-],C*,CC1CO1,2,120,1.5,0.2,CC1COC(=O)O1,0,0,S-2019-1,,,0.99,0.533,0.528
IM00102,HCPImBr,O=C(O)CCC[n+]1cc[nH]c1,[Br-],O=C(O)CCC[n+]1cc[nH]c1.[Br-],C*,CC1CO1,2,120,1.5,0.25,CC1COC(=O)O1,0,0,S-2019-1,,,0.99,0.794,0.786
IM00103,HCPImBr,O=C(O)CCC[n+]1cc[nH]c1,[Br-],O=C(O)CCC[n+]1cc[nH]c1.[Br-],C*,CC1CO1,2,120,1.5,0.33,CC1COC(=O)O1,0,0,S-2019-1,,,0.99,0.877,0.868
IM00104,HCPImBr,O=C(O)CCC[n+]1cc[nH]c1,[Br-],O=C(O)CCC[n+]1cc[nH]c1.[Br-],C*,CC1CO1,2,120,1.5,1,CC1COC(=O)O1,0,0,S-2019-1,,,0.99,0.966,0.956
