Serial number,IL,cation_smiles,anion_smiles,ion_smiles,S_smiles,rea_smiles,Time,T,P,Amount,pro_smiles,solvent,Addition structure,Ref,TON,TOF(h-1),Sec.,Cov.,Yield
IM00963,HEPzBr,CCn1ccc[nH+]1,[Br-],CCn1ccc[nH+]1.[Br-],C*,CC1CO1,4,140,2,1,CC1COC(=O)O1,0,0,S-2017-2,,,,,0.9457
IM00964,HEPzBr,CCn1ccc[nH+]1,[Br-],CCn1ccc[nH+]1.[Br-],[H+],C1CO1,4,140,2,1,O=C1OCCO1,0,0,S-2017-2,,,,,0.9345
IM00965,HEPzBr,CCn1ccc[nH+]1,[Br-],CCn1ccc[nH+]1.[Br-],ClC*,ClCC1CO1,4,140,2,1,O=C1OCC(CCl)O1,0,0,S-2017-2,,,,,0.8038
IM00966,HEPzBr,CCn1ccc[nH+]1,[Br-],CCn1ccc[nH+]1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,4,140,2,1,O=C1OCC(c2ccccc2)O1,0,0,S-2017-2,,,,,0.681
IM00967,HEPzBr,CCn1ccc[nH+]1,[Br-],CCn1ccc[nH+]1.[Br-],C=CCOC*,C=CCOCC1CO1,4,140,2,1,C=CCOCC1COC(=O)O1,0,0,S-2017-2,,,,,0.8803
IM00968,HEPzBr,CCn1ccc[nH+]1,[Br-],CCn1ccc[nH+]1.[Br-],c1ccccc1OC*,c1ccc(OCC2CO2)cc1,4,140,2,1,O=C1OCC(COc2ccccc2)O1,0,0,S-2017-2,,,,,0.7447
IM00969,HEPzBr,CCn1ccc[nH+]1,[Br-],CCn1ccc[nH+]1.[Br-],C*,CC1CO1,4,130,2,0.33,CC1COC(=O)O1,0,0,S-2017-2,,,,,0.428
IM00970,HEPzBr,CCn1ccc[nH+]1,[Br-],CCn1ccc[nH+]1.[Br-],C*,CC1CO1,4,130,2,0.5,CC1COC(=O)O1,0,0,S-2017-2,,,,,0.668
IM00971,HEPzBr,CCn1ccc[nH+]1,[Br-],CCn1ccc[nH+]1.[Br-],C*,CC1CO1,4,130,2,2,CC1COC(=O)O1,0,0,S-2017-2,,,,,0.86
IM00972,HEPzBr,CCn1ccc[nH+]1,[Br-],CCn1ccc[nH+]1.[Br-],C*,CC1CO1,4,100,2,1,CC1COC(=O)O1,0,0,S-2017-2,,,,,0.182
IM00973,HEPzBr,CCn1ccc[nH+]1,[Br-],CCn1ccc[nH+]1.[Br-],C*,CC1CO1,4,110,2,1,CC1COC(=O)O1,0,0,S-2017-2,,,,,0.458
IM00974,HEPzBr,CCn1ccc[nH+]1,[Br-],CCn1ccc[nH+]1.[Br-],C*,CC1CO1,4,120,2,1,CC1COC(=O)O1,0,0,S-2017-2,,,,,0.645
IM00975,HEPzBr,CCn1ccc[nH+]1,[Br-],CCn1ccc[nH+]1.[Br-],C*,CC1CO1,4,150,2,1,CC1COC(=O)O1,0,0,S-2017-2,,,,,0.945
IM00976,HEPzBr,CCn1ccc[nH+]1,[Br-],CCn1ccc[nH+]1.[Br-],C*,CC1CO1,4,140,1,1,CC1COC(=O)O1,0,0,S-2017-2,,,,,0.54
IM00977,HEPzBr,CCn1ccc[nH+]1,[Br-],CCn1ccc[nH+]1.[Br-],C*,CC1CO1,4,140,1.5,1,CC1COC(=O)O1,0,0,S-2017-2,,,,,0.797
IM00978,HEPzBr,CCn1ccc[nH+]1,[Br-],CCn1ccc[nH+]1.[Br-],C*,CC1CO1,3,140,2,1,CC1COC(=O)O1,0,0,S-2017-2,,,,,0.721
IM00979,HEPzBr,CCn1ccc[nH+]1,[Br-],CCn1ccc[nH+]1.[Br-],C*,CC1CO1,5,140,2,1,CC1COC(=O)O1,0,0,S-2017-2,,,,,0.9557
IM00980,HEPzBr,CCn1ccc[nH+]1,[Br-],CCn1ccc[nH+]1.[Br-],C*,CC1CO1,4,140,2.5,1,CC1COC(=O)O1,0,0,S-2017-2,,,,,0.942
IM00981,HEPzBr,CCn1ccc[nH+]1,[Br-],CCn1ccc[nH+]1.[Br-],C*,CC1CO1,4,140,3,1,CC1COC(=O)O1,0,0,S-2017-2,,,,,0.927
IM00982,HEPzBr,CCn1ccc[nH+]1,[Br-],CCn1ccc[nH+]1.[Br-],C*,CC1CO1,2,140,2,1,CC1COC(=O)O1,0,0,S-2017-2,,,,,0.554
IM00983,HEPzBr,CCn1ccc[nH+]1,[Br-],CCn1ccc[nH+]1.[Br-],C*,CC1CO1,1,140,2,1,CC1COC(=O)O1,0,0,S-2017-2,,,,,0.283
IM00984,CEEPzBr,CCn1ccc[n+]1CC(=O)O,[Br-],CCn1ccc[n+]1CC(=O)O.[Br-],ClC*,ClCC1CO1,6,50,0.1,15,O=C1OCC(CCl)O1,0,0,S-2021-2,,,0.983,,0.507
IM00985,[DMAPH]Br,CN(C)c1cc[nH+]cc1,[Br-],CN(C)c1cc[nH+]cc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,4,120,0.1,1,O=C1OCC(c2ccccc2)O1,0,0,S-2017-3,,,,,0.9504
IM00986,[4-NHCH3-PyH]Br,CNc1cc[nH+]cc1,[Br-],CNc1cc[nH+]cc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,4,120,0.1,1,O=C1OCC(c2ccccc2)O1,0,0,S-2017-3,,,,,0.7722
IM00987,[4-NH2-PyH]Br,Nc1cc[nH+]cc1,[Br-],Nc1cc[nH+]cc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,4,120,0.1,1,O=C1OCC(c2ccccc2)O1,0,0,S-2017-3,,,,,0.594
IM00988,[4-OH-PyH]Br,Oc1cc[nH+]cc1,[Br-],Oc1cc[nH+]cc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,4,120,0.1,1,O=C1OCC(c2ccccc2)O1,0,0,S-2017-3,,,,,0.4653
IM00989,[DMAPH]Br,CN(C)c1cc[nH+]cc1,[Br-],CN(C)c1cc[nH+]cc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,4,120,0.1,0.1,O=C1OCC(c2ccccc2)O1,0,0,S-2017-3,,,,,0.3762
IM00990,[DMAPH]Br,CN(C)c1cc[nH+]cc1,[Br-],CN(C)c1cc[nH+]cc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,24,120,0.1,0.1,O=C1OCC(c2ccccc2)O1,0,0,S-2017-3,,,,,0.8514
IM00991,[DMAPH]Br,CN(C)c1cc[nH+]cc1,[Br-],CN(C)c1cc[nH+]cc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,4,120,0.1,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2017-3,,,,,0.5544
IM00992,[DMAPH]Br,CN(C)c1cc[nH+]cc1,[Br-],CN(C)c1cc[nH+]cc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,4,120,0.1,0.5,O=C1OCC(c2ccccc2)O1,0,0,S-2017-3,,,,,0.7524
IM00993,[DMAPH]Br,CN(C)c1cc[nH+]cc1,[Br-],CN(C)c1cc[nH+]cc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,4,120,0.1,0.7,O=C1OCC(c2ccccc2)O1,0,0,S-2017-3,,,,,0.8415
IM00994,[DMAPH]Br,CN(C)c1cc[nH+]cc1,[Br-],CN(C)c1cc[nH+]cc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,4,120,0.1,1,O=C1OCC(c2ccccc2)O1,0,0,S-2017-3,,,,,0.9504
IM00995,[DMAPH]Br,CN(C)c1cc[nH+]cc1,[Br-],CN(C)c1cc[nH+]cc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,4,100,0.1,1,O=C1OCC(c2ccccc2)O1,0,0,S-2017-3,,,,,0.6138
IM00996,[DMAPH]Br,CN(C)c1cc[nH+]cc1,[Br-],CN(C)c1cc[nH+]cc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,4,80,0.1,1,O=C1OCC(c2ccccc2)O1,0,0,S-2017-3,,,,,0.3564
IM00997,[DMAPH]Br,CN(C)c1cc[nH+]cc1,[Br-],CN(C)c1cc[nH+]cc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,12,80,0.1,1,O=C1OCC(c2ccccc2)O1,0,0,S-2017-3,,,,,0.7524
IM00998,[DMAPH]Br,CN(C)c1cc[nH+]cc1,[Br-],CN(C)c1cc[nH+]cc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,14,120,0.015,1,O=C1OCC(c2ccccc2)O1,0,0,S-2017-3,,,,,0.9108
IM00999,[DMAPH]Br,CN(C)c1cc[nH+]cc1,[Br-],CN(C)c1cc[nH+]cc1.[Br-],ClC*,ClCC1CO1,4,120,0.1,1,O=C1OCC(CCl)O1,0,0,S-2017-3,,,,,0.9504
IM01000,[DMAPH]Br,CN(C)c1cc[nH+]cc1,[Br-],CN(C)c1cc[nH+]cc1.[Br-],BrC*,BrCC1CO1,4,120,0.1,1,O=C1OCC(CBr)O1,0,0,S-2017-3,,,,,0.9504
IM01001,[DMAPH]Br,CN(C)c1cc[nH+]cc1,[Br-],CN(C)c1cc[nH+]cc1.[Br-],C=CCOC*,C=CCOCC1CO1,4,120,0.1,1,C=CCOCC1COC(=O)O1,0,0,S-2017-3,,,,,0.9405
IM01002,[DMAPH]Br,CN(C)c1cc[nH+]cc1,[Br-],CN(C)c1cc[nH+]cc1.[Br-],CC(C)(C)O*,CC(C)(C)OC1CO1,4,120,0.1,1,CC(C)(C)OC1COC(=O)O1,0,0,S-2017-3,,,,,0.9405
IM01003,[DMAPH]Br,CN(C)c1cc[nH+]cc1,[Br-],CN(C)c1cc[nH+]cc1.[Br-],c1ccccc1OC*,c1ccc(OCC2CO2)cc1,4,120,0.1,1,O=C1OCC(COc2ccccc2)O1,0,0,S-2017-3,,,,,0.9801
IM01004,[DMAPH]Br,CN(C)c1cc[nH+]cc1,[Br-],CN(C)c1cc[nH+]cc1.[Br-],C1CCCCC1,C1CCC2OC2C1,12,120,0.1,1,O=C1OC2CCCCC2O1,0,0,S-2017-3,,,,,0.3861
IM01005,[BPy]Br,CN(C)c1cc[n+](CC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CC(=O)O)cc1.[Br-],C*,CC1CO1,1,120,2,1,CC1COC(=O)O1,0,0,S-2017-4,,,,,0.4653
IM01006,[CEDMAPy]Br,CN(C)c1cc[n+](CCC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CCC(=O)O)cc1.[Br-],C*,CC1CO1,1,120,2,1,CC1COC(=O)O1,0,0,S-2017-4,,,,,0.8811
IM01007,[CPrDMAPy]Br,CN(C)c1cc[n+](CCCC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CCCC(=O)O)cc1.[Br-],C*,CC1CO1,1,120,2,1,CC1COC(=O)O1,0,0,S-2017-4,,,,,0.9306
IM01008,[CBDMAPy]Br,CN(C)c1cc[n+](CCCCC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CCCCC(=O)O)cc1.[Br-],C*,CC1CO1,1,120,2,1,CC1COC(=O)O1,0,0,S-2017-4,,,,,0.891
IM01009,[CPeDMAPy]Br,CCCC[n+]1ccc(N(C)C)cc1,[Br-],CCCC[n+]1ccc(N(C)C)cc1.[Br-],C*,CC1CO1,1,120,2,1,CC1COC(=O)O1,0,0,S-2017-4,,,,,0.8811
IM01010,[BDMAPy]Br,CCCC[n+]1ccc(N(C)C)cc1,[Br-],CCCC[n+]1ccc(N(C)C)cc1.[Br-],C*,CC1CO1,1,120,2,1,CC1COC(=O)O1,0,0,S-2017-4,,,,,0.7425
IM01011,[CBDMAPy]Br,CN(C)c1cc[n+](CCCC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CCCC(=O)O)cc1.[Br-],C*,CC1CO1,1,125,2,1,CC1COC(=O)O1,0,0,S-2017-4,,,,,0.9801
IM01012,[CBDMAPy]Br,CN(C)c1cc[n+](CCCC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CCCC(=O)O)cc1.[Br-],C*,CC1CO1, 1/3,130,2,1,CC1COC(=O)O1,0,0,S-2017-4,,,,,0.92
IM01013,[CBDMAPy]Br,CN(C)c1cc[n+](CCCC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CCCC(=O)O)cc1.[Br-],CCCCCC*,CCCCCCC1CO1, 1/3,130,2,1,CCCCCCC1COC(=O)O1,0,0,S-2017-4,,,,,0.86
IM01014,[CBDMAPy]Br,CN(C)c1cc[n+](CCCC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CCCC(=O)O)cc1.[Br-],ClC*,ClCC1CO1, 1/3,130,2,1,O=C1OCC(c2ccccc2)O1,0,0,S-2017-4,,,,,0.95
IM01015,[CBDMAPy]Br,CN(C)c1cc[n+](CCCC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CCCC(=O)O)cc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1, 1/3,130,2,1,O=C1OCC(COc2ccccc2)O1,0,0,S-2017-4,,,,,0.85
IM01016,[CBDMAPy]Br,CCCC[n+]1ccccc1,[Br-],CCCC[n+]1ccccc1.[Br-],c1ccccc1OC*,c1ccc(OCC2CO2)cc1, 1/3,130,2,1,O=C1OCC(COc2ccccc2)O1,0,0,S-2017-4,,,,,0.99
IM01017,[CMDMAPy]Br,CN(C)c1cc[n+](CC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CC(=O)O)cc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,90,1,0.1,O=C1OCC(c2ccccc2)O1,0,0,S-2023-5,,,,,0.94
IM01018,[CMDMAPy]Br,CN(C)c1cc[n+](CC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CC(=O)O)cc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2.5,90,1,0.1,O=C1OCC(c2ccccc2)O1,0,0,S-2023-5,,,,,0.98
IM01019,[CMDMAPy]Br,CN(C)c1cc[n+](CC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CC(=O)O)cc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,3,90,1,0.1,O=C1OCC(c2ccccc2)O1,0,0,S-2023-5,,,,,0.99
IM01020,[CMDMAPy]Br,CN(C)c1cc[n+](CC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CC(=O)O)cc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,90,1,0.2,O=C1OCC(c2ccccc2)O1,0,0,S-2023-5,,,,,0.97
IM01021,[CMDMAPy]Br,CN(C)c1cc[n+](CC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CC(=O)O)cc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2.5,90,1,0.2,O=C1OCC(c2ccccc2)O1,0,0,S-2023-5,,,,,1
IM01022,[CMDMAPy]Br,CN(C)c1cc[n+](CC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CC(=O)O)cc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,90,1,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2023-5,,,,,0.98
IM01023,[CMDMAPy]Br,CN(C)c1cc[n+](CC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CC(=O)O)cc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2.5,90,1,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2023-5,,,,,1
IM01024,[CMDMAPy]Br,CN(C)c1cc[n+](CC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CC(=O)O)cc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2.5,60,1,0.2,O=C1OCC(c2ccccc2)O1,0,0,S-2023-5,,,,,0.16
IM01025,[CMDMAPy]Br,CN(C)c1cc[n+](CC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CC(=O)O)cc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2.5,80,1,0.2,O=C1OCC(c2ccccc2)O1,0,0,S-2023-5,,,,,0.8
IM01026,[CMDMAPy]Br,CN(C)c1cc[n+](CC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CC(=O)O)cc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2.5,100,1,0.2,O=C1OCC(c2ccccc2)O1,0,0,S-2023-5,,,,,1
IM01027,[CMDMAPy]Br,CN(C)c1cc[n+](CC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CC(=O)O)cc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2.5,90,1,0.2,O=C1OCC(c2ccccc2)O1,0,0,S-2023-5,,,,,0.97
IM01028,[CMDMAPy]Br,CN(C)c1cc[n+](CC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CC(=O)O)cc1.[Br-],c1ccccc1OC*,c1ccc(OCC2CO2)cc1,2.5,90,1,0.2,O=C1OCC(COc2ccccc2)O1,0,0,S-2023-5,,,,,0.99
IM01029,[CMDMAPy]Br,CN(C)c1cc[n+](CC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CC(=O)O)cc1.[Br-],C=C(C)C(=O)OC*,C=C(C)C(=O)OCC1CO1,2.5,90,1,0.2,C=C(C)C(=O)OCC1COC(=O)O1,0,0,S-2023-5,,,,,0.99
IM01030,[CMDMAPy]Br,CN(C)c1cc[n+](CC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CC(=O)O)cc1.[Br-],CC(C)OC*,CC(C)OCC1CO1,2.5,90,1,0.2,CC(C)OCC1COC(=O)O1,0,0,S-2023-5,,,,,0.99
IM01031,[CMDMAPy]Br,CN(C)c1cc[n+](CC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CC(=O)O)cc1.[Br-],C=CCOC*,C=CCOCC1CO1,2.5,90,1,0.2,C=CCOCC1COC(=O)O1,0,0,S-2023-5,,,,,0.99
IM01032,[CMDMAPy]Br,CN(C)c1cc[n+](CC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CC(=O)O)cc1.[Br-],C=CCC*,C=CCCC1CO1,2.5,90,1,0.2,C=CCCC1COC(=O)O1,0,0,S-2023-5,,,,,0.93
IM01033,[CMDMAPy]Br,CN(C)c1cc[n+](CC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CC(=O)O)cc1.[Br-],CCCCOC*,CCCCOCC1CO1,2.5,90,1,0.2,CCCCOCC1COC(=O)O1,0,0,S-2023-5,,,,,0.89
IM01034,[CMDMAPy]Br,CN(C)c1cc[n+](CC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CC(=O)O)cc1.[Br-],CCCCCCCC*,CCCCCCCCC1CO1,2.5,90,1,0.2,CCCCCCCCC1COC(=O)O1,0,0,S-2023-5,,,,,0.36
IM01035,[CMDMAPy]Br,CN(C)c1cc[n+](CC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CC(=O)O)cc1.[Br-],C=CCCCCCC*,C=CCCCCCCC1CO1,2.5,90,1,0.2,C=CCCCCCCC1COC(=O)O1,0,0,S-2023-5,,,,,0.39
IM01036,[CMDMAPy]Br,CN(C)c1cc[n+](CC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CC(=O)O)cc1.[Br-],ClC*,ClCC1CO1,2.5,90,1,0.2,O=C1OCC(CCl)O1,0,0,S-2023-5,,,,,0.99
IM01037,[CMDMAPy]Br,CN(C)c1cc[n+](CC(=O)O)cc1,[Br-],CN(C)c1cc[n+](CC(=O)O)cc1.[Br-],BrC*,BrCC1CO1,2.5,90,1,0.2,O=C1OCC(CBr)O1,0,0,S-2023-5,,,,,1
IM01038,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,4,90,0.11,0.2,O=C1OCC(c2ccccc2)O1,0,0,S-2023-6,,,,,0.83
IM01039,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,5,90,0.11,0.2,O=C1OCC(c2ccccc2)O1,0,0,S-2023-6,,,,,0.961
IM01040,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,6,90,0.11,0.2,O=C1OCC(c2ccccc2)O1,0,0,S-2023-6,,,,,0.973
IM01041,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,5,90,0.11,0.1,O=C1OCC(c2ccccc2)O1,0,0,S-2023-6,,,,,0.706
IM01042,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,6,90,0.11,0.1,O=C1OCC(c2ccccc2)O1,0,0,S-2023-6,,,,,0.874
IM01043,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,4,90,0.11,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2023-6,,,,,1
IM01044,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,3,90,0.11,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2023-6,,,,,0.981
IM01045,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,90,0.11,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2023-6,,,,,0.959
IM01046,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,1,90,0.11,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2023-6,,,,,0.661
IM01047,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,90,0.11,0.4,O=C1OCC(c2ccccc2)O1,0,0,S-2023-6,,,,,0.961
IM01048,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,110,0.11,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2023-6,,,,,1
IM01049,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,100,0.11,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2023-6,,,,,0.97
IM01050,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,80,0.11,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2023-6,,,,,0.752
IM01051,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,60,0.11,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2023-6,,,,,0.361
IM01052,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,25,0.11,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2023-6,,,,,0.1
IM01053,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1OC*,c1ccc(OCC2CO2)cc1,2,90,0.11,0.3,O=C1OCC(COc2ccccc2)O1,0,0,S-2023-6,,,,,0.993
IM01054,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],C=C(C)C(=O)OC*,C=C(C)C(=O)OCC1CO1,2,90,0.11,0.3,C=C(C)C(=O)OCC1COC(=O)O1,0,0,S-2023-6,,,,,0.989
IM01055,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],CC(C)OC*,CC(C)OCC1CO1,2,90,0.11,0.3,CC(C)OCC1COC(=O)O1,0,0,S-2023-6,,,,,1
IM01056,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],C=CCOC*,C=CCOCC1CO1,2,90,0.11,0.3,C=CCOCC1COC(=O)O1,0,0,S-2023-6,,,,,0.999
IM01057,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],C=CCC*,C=CCCC1CO1,2,90,0.11,0.3,C=CCCC1COC(=O)O1,0,0,S-2023-6,,,,,0.95
IM01058,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],CCCCOC*,CCCCOCC1CO1,2,90,0.11,0.3,CCCCOCC1COC(=O)O1,0,0,S-2023-6,,,,,0.931
IM01059,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],CCCCCCCC*,CCCCCCCCC1CO1,2,90,0.11,0.3,CCCCCCCCC1COC(=O)O1,0,0,S-2023-6,,,,,0.23
IM01060,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],C=CCCCCCC*,C=CCCCCCCC1CO1,2,90,0.11,0.3,C=CCCCCCCC1COC(=O)O1,0,0,S-2023-6,,,,,0.37
IM01061,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],ClC*,ClCC1CO1,2,90,0.11,0.3,O=C1OCC(CCl)O1,0,0,S-2023-6,,,,,1
IM01062,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],BrC*,BrCC1CO1,2,90,0.11,0.3,O=C1OCC(CBr)O1,0,0,S-2023-6,,,,,1
IM01063,[CMPy]I,O=C(O)C[n+]1ccccc1,[I-],O=C(O)C[n+]1ccccc1.[I-],c1ccccc1*,c1ccc(C2CO2)cc1,2,90,0.11,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2023-6,,,,,0.951
IM01064,[CEPy]Br,O=C(O)CC[n+]1ccccc1,[Br-],O=C(O)CC[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,2,90,0.11,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2023-6,,,,,0.27
IM01065,[CEPy]Br,O=C(O)CC[n+]1ccccc1,[Br-],O=C(O)CC[n+]1ccccc1.[Br-],C*,CC1CO1,2,110,1.5,2.037037037,CC1COC(=O)O1,0,0,S-2014-2,,,,,0.93
IM01066,HPyBr,c1cc[nH+]cc1,[Br-],[Br-].c1cc[nH+]cc1,C*,CC1CO1,2,120,1.5,1,CC1COC(=O)O1,0,0,S-2014-5,,,,,0.316
IM01067,BPyBF4,CCCC[n+]1ccccc1,F[B-](F)(F)F,CCCC[n+]1ccccc1.F[B-](F)(F)F,C*,CC1CO1,6,110,2,1.5,CC1COC(=O)O1,0,0,S-2001-1,,,,,0.253
IM01068,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,4,90,0.1,0.2,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.83
IM01069,[CMPy]Br,O=C(O)C[n+]1ccccc1,[Br-],O=C(O)C[n+]1ccccc1.[Br-],c1ccccc1*,c1ccc(C2CO2)cc1,5,90,0.1,0.2,O=C1OCC(c2ccccc2)O1,0,0,S-2022-4,,,,,0.961
