ID,Name,Mg,Al,Zn,Y,Zr,Ca,Mn,Li,Sn,Nd,Gd,La,Si,Sm,Ce,Er,Cu,Dy,Sr,Sc,Co,Yb,Te,Bi,Sb,Ho,Be,Rm,¦ÄRm,W,W,I2,¦ÄI2,Rc,¦ÄRc,ab XP,¦Äab XP,AW,¦ÄAW,AN,¦ÄAN,Tb,¦ÄTb,Eea,¦ÄEea,I1,¦ÄI1,XP,¦ÄXP,Hf,¦ÄHf,Cm,¦ÄCm,fp,fd,VEC,¦ÄVEC,K,¦ÄK,Tm,¦ÄTm,Vm,Sf,density,Hmix,1/¦¸,XRD,µÚ¶þÏà,¾§Á£³ß´ç£¨¦Ìm£©,ÔþÖÆÖÖÀà,ÔþÖÆÎÂ¶È¡æ,ÔþÖÆ´ÎÊý,ÔþÖÆ×ÜÑ¹ÏÂÁ¿ %,¼·Ñ¹ÎÂ¶È¡æ,¼·Ñ¹±È,¼·Ñ¹ËÙ¶È,À­ÉìËÙÂÊ,Ó¦±äËÙÂÊ,¾ùÔÈ»¯ÎÂ¶È¡æ,¾ùÔÈ»¯Ê±¼äh,ÍË»ðÎÂ¶È¡æ,ÍË»ðÊ±¼äh,¹ÌÈÜÎÂ¶È¡æ,¹ÌÈÜÊ±¼äh,Ê±Ð§ÎÂ¶È¡æ,Ê±Ð§Ê±¼äh,´ã»ð¡æ,ÊÇ·ñË®´ã,Ó²¶È ¼Ó¹¤·½Ê½,Ó²¶È,YS¼Ó¹¤·½Ê½,YS²âÊÔÎÂ¶È,Çü·þÇ¿¶È£¨YS£©MPa,UST¼Ó¹¤·½Ê½,UST²âÊÔÎÂ¶È,¿¹À­Ç¿¶È£¨UTS£©MPa,Éì³¤ÂÊ¼Ó¹¤·½Ê½,Éì³¤ÂÊ²âÊÔÎÂ¶È,Éì³¤ÂÊ(Elong)%
132,Mg-9Li-3Al-0.4Y,88,2.91,0,0.38,0,0,0,8.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1576885,0.026623942,3.530072288,0.07407111,30.36444489,0.864781839,0.137338451,0.0459493,3.552076317,0.091107186,20.04882645,0.391125502,9.780166959,0.410267056,1459.24018,0.161048915,-0.125080241,3.58314563,7.04145594,0.140260305,1.233374691,0.124246194,7.311317421,0.344374655,24.853693,0.004375847,0.012210441,0.000483903,1.770858449,0.265825474,164.4045345,0.284546157,805.9976137,0.255447521,0.016455794,0.00907114,1469042.489,-0.223467009,4.99E-05,¦Â(Li)£¬¦Á(Mg)£¬Al2Y£¬MgAlLi2,,,,,,,,,,2,,,,,,,,,,,,,,ÖýÌ¬,ÊÒÎÂ,113.1,ÖýÌ¬,ÊÒÎÂ,121.5,ÖýÌ¬,ÊÒÎÂ,8
133,Mg-9Li-3Al-0.8Y,87.56,2.92,0,0.76,0,0,0,8.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157689602,0.026998651,3.528658226,0.074361042,30.46921289,0.863841567,0.137355607,0.047378472,3.550238449,0.091385107,20.07399571,0.404157458,9.787604294,0.420042712,1461.766561,0.166764617,-0.122593721,3.664490923,7.036088612,0.140688499,1.232746332,0.124603772,7.303795825,0.345895747,24.85503613,0.004808322,0.012273338,0.00096946,1.77005693,0.267355153,164.0754594,0.286960303,805.9239582,0.258556949,0.016457166,0.009062636,1470577.081,-0.235295177,5.19E-05,¦Â(Li)£¬¦Á(Mg)£¬Al2Y£¬MgAlLi2,,,,,,,,,,2,,,,,,,,,,,,,,ÖýÌ¬,ÊÒÎÂ,130.5,ÖýÌ¬,ÊÒÎÂ,155.4,ÖýÌ¬,ÊÒÎÂ,8.9
134,Mg-9Li-3Al-1.2Y,87.21,2.91,0,1.15,0,0,0,8.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157708615,0.027320466,3.528222566,0.074436836,30.45940656,0.864037687,0.137400899,0.048706191,3.549835204,0.09141666,20.13343553,0.415533214,9.812657605,0.428141165,1463.724645,0.172187752,-0.122096566,3.679742562,7.035109737,0.140706096,1.232702915,0.124572469,7.30685781,0.346050645,24.8565195,0.005209575,0.012260611,0.00147046,1.771054948,0.267928889,163.9339306,0.288364128,806.7583296,0.260805692,0.01646402,0.009057059,1474348.17,-0.24612691,5.39E-05,¦Â(Li)£¬¦Á(Mg)£¬Al2Y£¬MgAlLi2,,,,,,,,,,2,,,,,,,,,,,,,,ÖýÌ¬,ÊÒÎÂ,152.6,ÖýÌ¬,ÊÒÎÂ,179.4,ÖýÌ¬,ÊÒÎÂ,9.5
135,Mg-9Li-3Al-1.6Y,86.69,2.93,0,1.57,0,0,0,8.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157704055,0.027747061,3.526350903,0.074825781,30.61176296,0.862614556,0.137411167,0.050235117,3.547327912,0.091797749,20.1512953,0.429453185,9.815663517,0.438968044,1466.759506,0.17812467,-0.118686805,3.797902048,7.027724048,0.14130476,1.231826919,0.125094187,7.295250427,0.348167818,24.85796882,0.00561915,0.012365774,0.002010897,1.76963028,0.269934523,163.5089334,0.291346601,806.4000306,0.264463932,0.016463791,0.009046689,1475399.896,-0.259482939,5.61E-05,¦Â(Li)£¬¦Á(Mg)£¬Al2Y£¬MgAlLi2,,,,,,,,,,2,,,,,,,,,,,,,,ÖýÌ¬,ÊÒÎÂ,170.8,ÖýÌ¬,ÊÒÎÂ,193.6,ÖýÌ¬,ÊÒÎÂ,14.5
136,Mg-9Li-3Al-2.0Y,86.35,2.92,0,1.94,0,0,0,8.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157720665,0.028049821,3.525813212,0.074916285,30.6149953,0.862678168,0.137451952,0.051439361,3.546791249,0.091852996,20.20454882,0.439655573,9.837759549,0.446434195,1468.676098,0.182895053,-0.118004545,3.821042626,7.026328467,0.141363713,1.231714337,0.125100217,7.296977559,0.348463587,24.85939166,0.00594998,0.012350977,0.002490328,1.77036972,0.27056991,163.3512261,0.292786385,807.1006619,0.266652444,0.016469863,0.009040976,1478758.975,-0.269597842,5.79E-05,¦Â(Li)£¬¦Á(Mg)£¬Al2Y£¬MgAlLi2,,,,,,,,,,2,,,,,,,,,,,,,,ÖýÌ¬,ÊÒÎÂ,142.4,ÖýÌ¬,ÊÒÎÂ,171.3,ÖýÌ¬,ÊÒÎÂ,19
137,Mg-11.31Li-3.17Al-2.03Y,83.49,3.17,0,2.03,0,0,0,11.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157239344,0.029204961,3.494174057,0.080135396,34.08360993,0.823331444,0.136693299,0.053722078,3.504116979,0.098226054,19.21192848,0.485332997,9.323170425,0.496365702,1484.046451,0.182842562,-0.059209203,8.037005797,6.896227143,0.152162036,1.21305583,0.134865343,6.972354242,0.387772232,24.85836801,0.005982613,0.013170035,0.002559529,1.713864815,0.296471877,157.3820069,0.321796851,780.240788,0.292119448,0.016322834,0.008936157,1412409.143,-0.272821369,5.63E-05,Al2Y£¬¦Â-Li£¬LiMgAl2,,,,,,,,,,,,,,,,,,,,,,,,ÖýÌ¬,ÊÒÎÂ,183.181,ÖýÌ¬,ÊÒÎÂ,216.819,ÖýÌ¬,ÊÒÎÂ,10.314
138,Mg-11.31Li-3.17Al-2.03Y,83.49,3.17,0,2.03,0,0,0,11.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157239344,0.029204961,3.494174057,0.080135396,34.08360993,0.823331444,0.136693299,0.053722078,3.504116979,0.098226054,19.21192848,0.485332997,9.323170425,0.496365702,1484.046451,0.182842562,-0.059209203,8.037005797,6.896227143,0.152162036,1.21305583,0.134865343,6.972354242,0.387772232,24.85836801,0.005982613,0.013170035,0.002559529,1.713864815,0.296471877,157.3820069,0.321796851,780.240788,0.292119448,0.016322834,0.008936157,1412409.143,-0.272821369,5.63E-05,Al2Y£¬¦Â-Li£¬LiMgAl2,,,,,,,300,25,,1,,220,6,,,,,,,,,,,¼·Ñ¹,ÊÒÎÂ,226.904,¼·Ñ¹,ÊÒÎÂ,240.561,¼·Ñ¹,ÊÒÎÂ,18.037
139,Mg-10.73Li-4.49Al-0.52Y,84.26,4.49,0,0.52,0,0,0,10.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15713521,0.029080983,3.509396808,0.080694967,33.2250845,0.832347789,0.136537052,0.049684935,3.512026002,0.096845351,19.28586431,0.432765518,9.378924592,0.454077213,1486.546948,0.184157972,-0.068696024,6.865827068,6.918686744,0.150074742,1.221126973,0.135730208,7.067603544,0.378597073,24.84671936,0.005248101,0.018497326,0.000650133,1.735041046,0.294561492,159.9401064,0.311526805,784.4854849,0.277403383,0.016289835,0.009009222,1422249.336,-0.337616788,6.92E-05,,,400,,,,,,,,,1.5¡Á10?3s?1,,,,,,,,,,,ÖýÌ¬,"59.2 (HV,4.9 N£¬20 s)",ÖýÌ¬,ÊÒÎÂ,129.4,ÖýÌ¬,ÊÒÎÂ,137.5,ÖýÌ¬,ÊÒÎÂ,42
140,Mg-9Li-3Al-1.6Y,86.8,2.89,0,1.57,0,0,0,8.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157722397,0.027671743,3.527142236,0.074600731,30.50941035,0.863665536,0.13743851,0.050129053,3.548701646,0.091575339,20.17993633,0.428133507,9.830578716,0.437509673,1465.96654,0.177614356,-0.120610353,3.729591935,7.031932127,0.140930279,1.232297757,0.124696336,7.304257534,0.346925525,24.8581716,0.005604436,0.012204577,0.002012153,1.77103913,0.26895764,163.6715404,0.290400071,807.1865643,0.263678313,0.016469331,0.009049033,1477194.51,-0.256874373,5.57E-05,,,325,,,,,,,,33.3,,,,,,,,,,,,,,#N/A,#N/A,154.31,ÖýÌ¬,ÊÒÎÂ,177.54,ÖýÌ¬,ÊÒÎÂ,19.42
141,Mg-9Li-3Al-1.6Y,86.8,2.89,0,1.57,0,0,0,8.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157722397,0.027671743,3.527142236,0.074600731,30.50941035,0.863665536,0.13743851,0.050129053,3.548701646,0.091575339,20.17993633,0.428133507,9.830578716,0.437509673,1465.96654,0.177614356,-0.120610353,3.729591935,7.031932127,0.140930279,1.232297757,0.124696336,7.304257534,0.346925525,24.8581716,0.005604436,0.012204577,0.002012153,1.77103913,0.26895764,163.6715404,0.290400071,807.1865643,0.263678313,0.016469331,0.009049033,1477194.51,-0.256874373,5.57E-05,,,75,,,,,280,,,33.3,,280,2,,,,,,,,,,,#N/A,#N/A,182.45,¼·Ñ¹,ÊÒÎÂ,208.07,¼·Ñ¹,ÊÒÎÂ,29.02
142,Mg-7.28Li-2.19Al-0.091Y,90.439,2.19,0,0.091,0,0,0,7.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158048786,0.024661291,3.547681529,0.069014061,28.20036042,0.88364751,0.137865317,0.042236919,3.581203189,0.085831436,20.60927011,0.351682113,10.07671826,0.371089452,1441.85952,0.143384725,-0.165718599,2.567697141,7.130407003,0.131566369,1.243656846,0.115543945,7.501745316,0.317041847,24.85621375,0.003580987,0.00928938,0.000117144,1.80074933,0.244233798,168.0163657,0.262176399,822.0151164,0.235835928,0.01656385,0.009126043,1504412.286,-0.163446515,3.95E-05,¦Á-Mg£¬¦Â-Li£¬MgLi2Al£¬AlLi£¬Al2Y,Al?2?Y£¨ÎªLavesÏà£©¡¾½ðÊô¼ä»¯ºÏÎï¡¿,,ÈÈÔþ+ÀäÔþ,300ÈÈÔþ+300ÀäÔþ,,77.3£¨ÈÈÔþ£©+60£¨ÀäÔþ£©,,,,3,,200,20,,,,,,,,,,,,,,ÀäÔþ,ÊÒÎÂ,299,ÀäÔþ,ÊÒÎÂ,15.7
143,Mg-7.28Li-2.19Al-0.091Y,90.439,2.19,0,0.091,0,0,0,7.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158048786,0.024661291,3.547681529,0.069014061,28.20036042,0.88364751,0.137865317,0.042236919,3.581203189,0.085831436,20.60927011,0.351682113,10.07671826,0.371089452,1441.85952,0.143384725,-0.165718599,2.567697141,7.130407003,0.131566369,1.243656846,0.115543945,7.501745316,0.317041847,24.85621375,0.003580987,0.00928938,0.000117144,1.80074933,0.244233798,168.0163657,0.262176399,822.0151164,0.235835928,0.01656385,0.009126043,1504412.286,-0.163446515,3.95E-05,¦Á-Mg£¬¦Â-Li£¬MgLi2Al£¬AlLi£¬Al2Y,Al?2?Y,,,,,,,,,3,,200,20,350,2,,,,,,,,,,,,ÖýÔì,ÊÒÎÂ,211,ÖýÔì,ÊÒÎÂ,26.5
144,Mg-6Al-1.2Y-0.9Nd,91.9,6,0,1.2,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159239374,0.025450636,3.686547257,0.034695154,15.22915321,0.059182624,0.14015199,0.042228891,3.718216336,0.033870117,24.85567378,0.242738361,12.22029722,0.200873324,1452.667118,0.246433788,-0.349772278,0.567979256,7.546118676,0.052393496,1.326016195,0.052193871,8.817121974,0.055073832,24.84159792,0.008403017,0.026829046,0.002381236,2.060178391,0.115435177,191.6385696,0.083501417,927.2393193,0.05686871,0.016942601,0.009509004,1802017.215,-0.567439937,0.00029738,"¦Á-Mg,Mg17Al12,Al2Y.Al2Nd",,99.6,,,,,,,,1,,,,,,420,20,200,10,,,,,,,,ÖýÔì,25,219.939,ÖýÔì,25,5.2049
145,Mg-6Al-1.2Y-0.9Nd,91.9,6,0,1.2,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159239374,0.025450636,3.686547257,0.034695154,15.22915321,0.059182624,0.14015199,0.042228891,3.718216336,0.033870117,24.85567378,0.242738361,12.22029722,0.200873324,1452.667118,0.246433788,-0.349772278,0.567979256,7.546118676,0.052393496,1.326016195,0.052193871,8.817121974,0.055073832,24.84159792,0.008403017,0.026829046,0.002381236,2.060178391,0.115435177,191.6385696,0.083501417,927.2393193,0.05686871,0.016942601,0.009509004,1802017.215,-0.567439937,0.00029738,"¦Á-Mg,Mg17Al12,Al2Y.Al2Nd",,99.6,,,,,,,,1,,,,,,420,20,200,10,,,,,,,,ÖýÔì,150,198.181,ÖýÔì,150,6.8946
146,Mg-6Al-1.2Y-0.9Nd,91.9,6,0,1.2,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159239374,0.025450636,3.686547257,0.034695154,15.22915321,0.059182624,0.14015199,0.042228891,3.718216336,0.033870117,24.85567378,0.242738361,12.22029722,0.200873324,1452.667118,0.246433788,-0.349772278,0.567979256,7.546118676,0.052393496,1.326016195,0.052193871,8.817121974,0.055073832,24.84159792,0.008403017,0.026829046,0.002381236,2.060178391,0.115435177,191.6385696,0.083501417,927.2393193,0.05686871,0.016942601,0.009509004,1802017.215,-0.567439937,0.00029738,"¦Á-Mg,Mg17Al12,Al2Y.Al2Nd",,99.6,,,,,,,,1,,,,,,420,20,200,10,,,,,,,,ÖýÔì,175,163.225,ÖýÔì,175,7.2053
147,Mg-6Al-1.2Y-0.9Nd-0.5Sn,91.4,6,0,1.2,0,0,0,0,0.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159237858,0.025506035,3.687380965,0.035239677,15.22952009,0.0593085,0.140146425,0.042315293,3.718664714,0.034306423,24.95715899,0.271162954,12.2611416,0.224081834,1454.622614,0.248590923,-0.347977813,0.587948149,7.545393406,0.052503922,1.326764857,0.05450862,8.815813172,0.055589095,24.84384384,0.008924728,0.027927235,0.002388236,2.062526462,0.119471339,191.5159645,0.086338603,926.8165483,0.058889758,0.016942257,0.009511929,1809166.057,-0.604835671,0.000306056,"¦Á-Mg,Mg17Al12,Al2Y.Al2Nd,Mg2Sn",,47.2,,,,,,,,1,,,,,,420,20,200,10,,,,,,,,ÖýÔì,25,233.201,ÖýÔì,25,5.3038
148,Mg-6Al-1.2Y-0.9Nd-1Sn,90.9,6,0,1.2,0,0,0,0,1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159236328,0.025561766,3.688221508,0.035778343,15.22988998,0.059435116,0.140140815,0.042402201,3.719116768,0.034740126,25.05947632,0.296618166,12.30232088,0.244950043,1456.594144,0.250727672,-0.346168633,0.607757116,7.544662189,0.052614883,1.327519658,0.056736186,8.814493638,0.0561037,24.84610818,0.009420463,0.0290319,0.002395278,2.064893786,0.123378603,191.3923541,0.089109969,926.3903109,0.060859549,0.01694191,0.009514881,1816371.846,-0.642435064,0.000315932,"¦Á-Mg,Mg17Al12,Al2Y.Al2Nd,Mg2Sn",,30.3,,,,,,,,1,,,,,,420,20,200,10,,,,,,,,ÖýÔì,25,242,ÖýÔì,25,7.4995
149,Mg-6Al-1.2Y-0.9Nd-1.5Sn,90.4,6,0,1.2,0,0,0,0,1.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159234787,0.025617831,3.689068972,0.03631142,15.23026291,0.059562479,0.140135158,0.04248962,3.719572544,0.035171352,25.16263605,0.31981382,12.34383919,0.264032752,1458.581906,0.252844428,-0.344344559,0.627438818,7.543924951,0.052726384,1.328280673,0.058886453,8.81316324,0.056617712,24.84839115,0.009894149,0.030143099,0.002402362,2.0672806,0.127168706,191.267726,0.091821801,925.9605641,0.062783095,0.016941561,0.00951786,1823635.265,-0.680239354,0.000325979,"¦Á-Mg,Mg17Al12,Al2Y.Al2Nd,Mg2Sn",,44.5,,,,,,,,1,,,,,,420,20,200,10,,,,,,,,ÖýÔì,25,200.097,ÖýÔì,25,6.0138
150,Mg-6Al-1.2Y-0.9Nd-2Sn,89.9,6,0,1.2,0,0,0,0,2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159233232,0.025674234,3.689923442,0.036839159,15.23063892,0.059690598,0.140129455,0.042577556,3.720032089,0.035600216,25.26664862,0.341211044,12.38570075,0.281692411,1460.586101,0.25494156,-0.342505404,0.647022643,7.543181619,0.052838429,1.329047979,0.060967589,8.811821844,0.057131196,24.850693,0.010348835,0.03126089,0.002409487,2.069687147,0.130851689,191.1420675,0.094479545,925.5272645,0.064664711,0.016941208,0.009520867,1830957.007,-0.718249777,0.000336013,"¦Á-Mg,Mg17Al12,Al2Y.Al2Nd,Mg2Sn",,45.4,,,,,,,,1,,,,,,420,20,200,10,,,,,,,,ÖýÔì,25,192.694,ÖýÔì,25,6.8044
151,Mg-6Al-1.2Y-0.9Nd-0.5Sn,91.4,6,0,1.2,0,0,0,0,0.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159237858,0.025506035,3.687380965,0.035239677,15.22952009,0.0593085,0.140146425,0.042315293,3.718664714,0.034306423,24.95715899,0.271162954,12.2611416,0.224081834,1454.622614,0.248590923,-0.347977813,0.587948149,7.545393406,0.052503922,1.326764857,0.05450862,8.815813172,0.055589095,24.84384384,0.008924728,0.027927235,0.002388236,2.062526462,0.119471339,191.5159645,0.086338603,926.8165483,0.058889758,0.016942257,0.009511929,1809166.057,-0.604835671,0.000306056,"¦Á-Mg,Mg17Al12,Al2Y.Al2Nd,Mg2Sn",,47.2,,,,,,,,1,,,,,,420,20,200,10,,,,,,,,ÖýÔì,150,205.162,ÖýÔì,150,7.7902
152,Mg-6Al-1.2Y-0.9Nd-1Sn,90.9,6,0,1.2,0,0,0,0,1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159236328,0.025561766,3.688221508,0.035778343,15.22988998,0.059435116,0.140140815,0.042402201,3.719116768,0.034740126,25.05947632,0.296618166,12.30232088,0.244950043,1456.594144,0.250727672,-0.346168633,0.607757116,7.544662189,0.052614883,1.327519658,0.056736186,8.814493638,0.0561037,24.84610818,0.009420463,0.0290319,0.002395278,2.064893786,0.123378603,191.3923541,0.089109969,926.3903109,0.060859549,0.01694191,0.009514881,1816371.846,-0.642435064,0.000315932,"¦Á-Mg,Mg17Al12,Al2Y.Al2Nd,Mg2Sn",,30.3,,,,,,,,1,,,,,,420,20,200,10,,,,,,,,ÖýÔì,150,210,ÖýÔì,150,8.9966
153,Mg-6Al-1.2Y-0.9Nd-1.5Sn,90.4,6,0,1.2,0,0,0,0,1.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159234787,0.025617831,3.689068972,0.03631142,15.23026291,0.059562479,0.140135158,0.04248962,3.719572544,0.035171352,25.16263605,0.31981382,12.34383919,0.264032752,1458.581906,0.252844428,-0.344344559,0.627438818,7.543924951,0.052726384,1.328280673,0.058886453,8.81316324,0.056617712,24.84839115,0.009894149,0.030143099,0.002402362,2.0672806,0.127168706,191.267726,0.091821801,925.9605641,0.062783095,0.016941561,0.00951786,1823635.265,-0.680239354,0.000325979,"¦Á-Mg,Mg17Al12,Al2Y.Al2Nd,Mg2Sn",,44.5,,,,,,,,1,,,,,,420,20,200,10,,,,,,,,ÖýÔì,150,176.247,ÖýÔì,150,8.0055
154,Mg-6Al-1.2Y-0.9Nd-2Sn,89.9,6,0,1.2,0,0,0,0,2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159233232,0.025674234,3.689923442,0.036839159,15.23063892,0.059690598,0.140129455,0.042577556,3.720032089,0.035600216,25.26664862,0.341211044,12.38570075,0.281692411,1460.586101,0.25494156,-0.342505404,0.647022643,7.543181619,0.052838429,1.329047979,0.060967589,8.811821844,0.057131196,24.850693,0.010348835,0.03126089,0.002409487,2.069687147,0.130851689,191.1420675,0.094479545,925.5272645,0.064664711,0.016941208,0.009520867,1830957.007,-0.718249777,0.000336013,"¦Á-Mg,Mg17Al12,Al2Y.Al2Nd,Mg2Sn",,45.4,,,,,,,,1,,,,,,420,20,200,10,,,,,,,,ÖýÔì,150,168.206,ÖýÔì,150,7.6886
155,Mg-6Al-1.2Y-0.9Nd-0.5Sn,91.4,6,0,1.2,0,0,0,0,0.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159237858,0.025506035,3.687380965,0.035239677,15.22952009,0.0593085,0.140146425,0.042315293,3.718664714,0.034306423,24.95715899,0.271162954,12.2611416,0.224081834,1454.622614,0.248590923,-0.347977813,0.587948149,7.545393406,0.052503922,1.326764857,0.05450862,8.815813172,0.055589095,24.84384384,0.008924728,0.027927235,0.002388236,2.062526462,0.119471339,191.5159645,0.086338603,926.8165483,0.058889758,0.016942257,0.009511929,1809166.057,-0.604835671,0.000306056,"¦Á-Mg,Mg17Al12,Al2Y.Al2Nd,Mg2Sn",,47.2,,,,,,,,1,,,,,,420,20,200,10,,,,,,,,ÖýÔì,175,172.299,ÖýÔì,175,8.0134
156,Mg-6Al-1.2Y-0.9Nd-1Sn,90.9,6,0,1.2,0,0,0,0,1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159236328,0.025561766,3.688221508,0.035778343,15.22988998,0.059435116,0.140140815,0.042402201,3.719116768,0.034740126,25.05947632,0.296618166,12.30232088,0.244950043,1456.594144,0.250727672,-0.346168633,0.607757116,7.544662189,0.052614883,1.327519658,0.056736186,8.814493638,0.0561037,24.84610818,0.009420463,0.0290319,0.002395278,2.064893786,0.123378603,191.3923541,0.089109969,926.3903109,0.060859549,0.01694191,0.009514881,1816371.846,-0.642435064,0.000315932,"¦Á-Mg,Mg17Al12,Al2Y.Al2Nd,Mg2Sn",,30.3,,,,,,,,1,,,,,,420,20,200,10,,,,,,,,ÖýÔì,175,192,ÖýÔì,175,9.4913
157,Mg-6Al-1.2Y-0.9Nd-1.5Sn,90.4,6,0,1.2,0,0,0,0,1.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159234787,0.025617831,3.689068972,0.03631142,15.23026291,0.059562479,0.140135158,0.04248962,3.719572544,0.035171352,25.16263605,0.31981382,12.34383919,0.264032752,1458.581906,0.252844428,-0.344344559,0.627438818,7.543924951,0.052726384,1.328280673,0.058886453,8.81316324,0.056617712,24.84839115,0.009894149,0.030143099,0.002402362,2.0672806,0.127168706,191.267726,0.091821801,925.9605641,0.062783095,0.016941561,0.00951786,1823635.265,-0.680239354,0.000325979,"¦Á-Mg,Mg17Al12,Al2Y.Al2Nd,Mg2Sn",,44.5,,,,,,,,1,,,,,,420,20,200,10,,,,,,,,ÖýÔì,175,158.312,ÖýÔì,175,8.5002
158,Mg-6Al-1.2Y-0.9Nd-2Sn,89.9,6,0,1.2,0,0,0,0,2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159233232,0.025674234,3.689923442,0.036839159,15.23063892,0.059690598,0.140129455,0.042577556,3.720032089,0.035600216,25.26664862,0.341211044,12.38570075,0.281692411,1460.586101,0.25494156,-0.342505404,0.647022643,7.543181619,0.052838429,1.329047979,0.060967589,8.811821844,0.057131196,24.850693,0.010348835,0.03126089,0.002409487,2.069687147,0.130851689,191.1420675,0.094479545,925.5272645,0.064664711,0.016941208,0.009520867,1830957.007,-0.718249777,0.000336013,"¦Á-Mg,Mg17Al12,Al2Y.Al2Nd,Mg2Sn",,45.4,,,,,,,,1,,,,,,420,20,200,10,,,,,,,,ÖýÔì,175,153.914,ÖýÔì,175,8.0038
159,Mg-2.0Zn-0.3Zr-0.9Y,96.8,2,0,0.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159842381,0.015501918,3.668533942,0.020966434,15.09609058,0.035101487,0.140785111,0.026713267,3.739048469,0.020003466,24.56847902,0.152612823,12.1079855,0.129355118,1397.31398,0.17169549,-0.382276743,0.313147165,7.611386752,0.030792339,1.315255719,0.030713686,8.753075696,0.052403172,24.86134438,0.004950631,0.00900519,0.002028867,2.02231433,0.075693575,190.2543146,0.0607946,926.4902194,0.059827994,0.017115468,0.009447564,1764222.569,-0.191391466,0.000216266,¦Á-Mg£¬MgZn,,8.4,,,,,480,28,3,50,,420,12,,,,,,,,,,,¼·Ñ¹,25,185,¼·Ñ¹,25,255,¼·Ñ¹,25,24.3
160,Mg-2.0Zn-0.3Zr-0.9Y,96.8,2,0,0.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159842381,0.015501918,3.668533942,0.020966434,15.09609058,0.035101487,0.140785111,0.026713267,3.739048469,0.020003466,24.56847902,0.152612823,12.1079855,0.129355118,1397.31398,0.17169549,-0.382276743,0.313147165,7.611386752,0.030792339,1.315255719,0.030713686,8.753075696,0.052403172,24.86134438,0.004950631,0.00900519,0.002028867,2.02231433,0.075693575,190.2543146,0.0607946,926.4902194,0.059827994,0.017115468,0.009447564,1764222.569,-0.191391466,0.000216266,¦Á-Mg£¬MgZn,,1.76,,,,,330,28,3,50,,420,12,,,,,,,,,,,¼·Ñ¹,25,303,¼·Ñ¹,25,323,¼·Ñ¹,25,21.9
